transaction_id,customer_id,customer_name,amount,currency,payment_method,transaction_date,payment_status,failure_reason,customer_history,retry_count,customer_segment,recovered_after_retry
TXN00188,CUST0186,Meera Patel,859.46,INR,Netbanking,2026-06-16 13:08:59,Success,,Occasional Buyer,0,New,
TXN00614,CUST0005,Kunal Singh,1075.97,INR,Netbanking,2026-06-16 13:18:55,Success,,Regular Customer,0,Regular,
TXN00613,CUST0051,Gaurav Malhotra,1062.08,INR,UPI,2026-06-16 14:57:49,Success,,Occasional Buyer,0,New,
TXN00358,CUST0090,Ishita Reddy,4701.66,INR,Debit Card,2026-06-16 17:41:27,Success,,Regular Customer,0,Premium,
TXN00315,CUST0060,Rajesh Menon,1965.08,INR,Debit Card,2026-06-16 18:53:43,Failed,Network Failure,New Customer,1,New,0.0
TXN00590,CUST0017,Ishita Gupta,1247.82,INR,UPI,2026-06-16 19:56:28,Success,,Occasional Buyer,0,Regular,
TXN00265,CUST0106,Siddharth Joshi,1739.04,INR,UPI,2026-06-16 20:36:21,Failed,Insufficient Funds,Loyal Customer,0,Regular,1.0
TXN00516,CUST0066,Neha Patel,1412.67,INR,Debit Card,2026-06-17 13:56:55,Success,,New Customer,0,New,
TXN00075,CUST0014,Rohan Chowdhury,1465.76,INR,UPI,2026-06-17 13:59:29,Success,,Loyal Customer,0,Premium,
TXN00500,CUST0150,Manish Joshi,2720.58,INR,Credit Card,2026-06-17 14:46:21,Success,,Regular Customer,0,Premium,
TXN00521,CUST0027,Swati Mehta,797.78,INR,Credit Card,2026-06-17 16:27:58,Failed,Authentication Failure,Regular Customer,1,Regular,0.0
TXN00531,CUST0092,Ishita Gupta,2839.05,INR,Netbanking,2026-06-17 21:56:54,Success,,Loyal Customer,0,Regular,
TXN00093,CUST0145,Manish Patel,1358.14,INR,Debit Card,2026-06-17 23:56:50,Success,,Loyal Customer,0,Regular,
TXN00129,CUST0062,Kiran Agarwal,2110.77,INR,UPI,2026-06-18 04:49:21,Failed,Authentication Failure,Regular Customer,1,Regular,0.0
TXN00085,CUST0084,Amit Sharma,1280.91,INR,UPI,2026-06-18 04:55:52,Success,,Loyal Customer,0,Regular,
TXN00461,CUST0004,Kiran Iyer,2918.53,INR,Debit Card,2026-06-18 09:34:21,Success,,Occasional Buyer,0,New,
TXN00181,CUST0072,Tanvi Kapoor,1306.88,INR,Netbanking,2026-06-18 10:25:37,Failed,Unknown Error,Occasional Buyer,1,New,0.0
TXN00058,CUST0017,Ishita Gupta,1685.69,INR,UPI,2026-06-18 11:13:45,Success,,Occasional Buyer,0,Regular,
TXN00037,CUST0144,Rajesh Menon,1017.72,INR,UPI,2026-06-18 20:14:22,Success,,Occasional Buyer,0,New,
TXN00185,CUST0082,Nikhil Agarwal,1767.1,INR,UPI,2026-06-18 23:04:28,Success,,Loyal Customer,0,Regular,
TXN00192,CUST0053,Rohan Singh,1500.93,INR,UPI,2026-06-19 05:21:01,Success,,Occasional Buyer,0,New,
TXN00441,CUST0024,Lakshmi Chowdhury,1130.53,INR,UPI,2026-06-19 05:45:20,Success,,Occasional Buyer,0,New,
TXN00283,CUST0088,Kiran Nair,2325.31,INR,Credit Card,2026-06-19 09:51:54,Failed,Authentication Failure,New Customer,0,New,1.0
TXN00335,CUST0151,Kavya Gupta,1611.74,INR,Debit Card,2026-06-19 11:13:05,Success,,Occasional Buyer,0,New,
TXN00070,CUST0197,Divya Menon,609.68,INR,Debit Card,2026-06-19 11:34:46,Success,,New Customer,0,New,
TXN00630,CUST0048,Simran Iyer,3647.53,INR,UPI,2026-06-19 16:29:16,Success,,Occasional Buyer,0,Regular,
TXN00576,CUST0151,Kavya Gupta,238.25,INR,Credit Card,2026-06-19 19:19:58,Success,,Occasional Buyer,0,New,
TXN00295,CUST0035,Preeti Sharma,2431.73,INR,UPI,2026-06-19 19:29:33,Success,,Occasional Buyer,0,Regular,
TXN00220,CUST0123,Preeti Desai,943.05,INR,UPI,2026-06-20 01:46:58,Failed,Network Failure,New Customer,1,New,1.0
TXN00636,CUST0022,Tanvi Nair,332.65,INR,UPI,2026-06-20 05:20:36,Success,,New Customer,0,New,
TXN00128,CUST0141,Abhishek Sharma,639.2,INR,Wallet,2026-06-20 07:23:43,Failed,Authentication Failure,New Customer,0,New,1.0
TXN00548,CUST0001,Riya Singh,1787.06,INR,Netbanking,2026-06-20 10:43:09,Success,,New Customer,0,Regular,
TXN00104,CUST0199,Suresh Pillai,1285.3,INR,UPI,2026-06-20 14:05:10,Success,,Loyal Customer,0,Regular,
TXN00323,CUST0131,Pooja Patel,1274.08,INR,UPI,2026-06-20 17:11:57,Success,,Occasional Buyer,0,Regular,
TXN00113,CUST0197,Divya Menon,930.89,INR,Credit Card,2026-06-21 01:53:44,Failed,Insufficient Funds,New Customer,2,New,0.0
TXN00490,CUST0220,Riya Malhotra,8440.69,INR,Debit Card,2026-06-21 02:53:32,Success,,Regular Customer,0,Premium,
TXN00097,CUST0219,Divya Agarwal,2351.64,INR,UPI,2026-06-21 06:38:29,Success,,Occasional Buyer,0,Regular,
TXN00002,CUST0038,Ananya Patel,826.37,INR,UPI,2026-06-21 06:41:03,Success,,Regular Customer,0,New,
TXN00059,CUST0183,Sneha Menon,2397.53,INR,UPI,2026-06-21 07:29:48,Failed,Expired Card,Occasional Buyer,1,Regular,0.0
TXN00648,CUST0220,Riya Malhotra,5286.19,INR,UPI,2026-06-21 07:58:34,Success,,Regular Customer,0,Premium,
TXN00615,CUST0149,Kavya Kulkarni,3895.01,INR,UPI,2026-06-21 19:55:33,Success,,New Customer,0,New,
TXN00201,CUST0036,Kavya Joshi,2432.76,INR,UPI,2026-06-21 20:53:30,Failed,Network Failure,Regular Customer,1,Regular,1.0
TXN00511,CUST0027,Swati Mehta,2318.68,INR,UPI,2026-06-21 23:19:30,Failed,Authentication Failure,Regular Customer,0,Regular,1.0
TXN00010,CUST0010,Sanjay Reddy,7124.39,INR,UPI,2026-06-22 00:16:02,Success,,Loyal Customer,0,Premium,
TXN00360,CUST0036,Kavya Joshi,1267.78,INR,Debit Card,2026-06-22 02:09:42,Success,,Regular Customer,0,Regular,
TXN00251,CUST0019,Sneha Singh,998.76,INR,UPI,2026-06-22 08:31:36,Success,,Loyal Customer,0,Regular,
TXN00135,CUST0161,Harsh Pillai,3429.91,INR,UPI,2026-06-23 00:17:10,Failed,Card Declined,Regular Customer,0,Premium,0.0
TXN00285,CUST0111,Kiran Sharma,6458.6,INR,UPI,2026-06-23 02:01:03,Failed,Network Failure,Occasional Buyer,2,Regular,0.0
TXN00092,CUST0194,Suresh Rao,3404.16,INR,Credit Card,2026-06-23 04:31:25,Success,,New Customer,0,Regular,
TXN00189,CUST0068,Ishita Kulkarni,540.19,INR,Wallet,2026-06-23 09:12:38,Failed,Insufficient Funds,Regular Customer,1,New,0.0
TXN00381,CUST0066,Neha Patel,542.49,INR,Debit Card,2026-06-23 16:22:44,Failed,Expired Card,New Customer,0,New,0.0
TXN00493,CUST0010,Sanjay Reddy,5645.9,INR,Credit Card,2026-06-23 19:05:39,Success,,Loyal Customer,0,Premium,
TXN00205,CUST0197,Divya Menon,392.84,INR,UPI,2026-06-23 20:38:04,Success,,New Customer,0,New,
TXN00297,CUST0163,Ananya Menon,8516.83,INR,Credit Card,2026-06-23 21:00:22,Success,,Loyal Customer,0,Premium,
TXN00083,CUST0020,Anjali Menon,11372.43,INR,Netbanking,2026-06-24 03:48:34,Success,,Loyal Customer,0,Premium,
TXN00455,CUST0183,Sneha Menon,1492.72,INR,UPI,2026-06-24 06:59:47,Success,,Occasional Buyer,0,Regular,
TXN00198,CUST0071,Manish Chowdhury,2174.49,INR,UPI,2026-06-24 07:57:24,Success,,Occasional Buyer,0,Regular,
TXN00539,CUST0174,Riya Rao,1642.17,INR,Credit Card,2026-06-24 08:45:04,Failed,Unknown Error,Occasional Buyer,3,New,0.0
TXN00241,CUST0188,Preeti Chowdhury,1292.22,INR,Credit Card,2026-06-24 09:56:57,Success,,Regular Customer,0,Regular,
TXN00437,CUST0026,Kavya Nair,4893.87,INR,Netbanking,2026-06-24 11:52:50,Success,,Regular Customer,0,Regular,
TXN00430,CUST0147,Amit Sharma,312.55,INR,UPI,2026-06-24 13:21:31,Failed,Card Declined,New Customer,2,New,0.0
TXN00380,CUST0015,Shreya Gupta,552.81,INR,Credit Card,2026-06-24 18:15:20,Success,,Occasional Buyer,0,New,
TXN00366,CUST0082,Nikhil Agarwal,1602.51,INR,UPI,2026-06-25 03:30:10,Success,,Loyal Customer,0,Regular,
TXN00503,CUST0088,Kiran Nair,387.94,INR,UPI,2026-06-25 04:50:21,Failed,Bank Server Issue,New Customer,0,New,1.0
TXN00635,CUST0104,Rajesh Kulkarni,1145.21,INR,Credit Card,2026-06-25 11:23:41,Failed,Authentication Failure,Regular Customer,2,Regular,1.0
TXN00151,CUST0128,Deepak Patel,2293.35,INR,Credit Card,2026-06-25 16:28:02,Failed,Card Declined,Occasional Buyer,1,Regular,0.0
TXN00602,CUST0003,Ananya Iyer,1203.28,INR,Credit Card,2026-06-25 17:19:37,Failed,Insufficient Funds,New Customer,1,Regular,0.0
TXN00571,CUST0158,Kunal Agarwal,2018.54,INR,Netbanking,2026-06-25 20:20:47,Success,,New Customer,0,Regular,
TXN00082,CUST0181,Simran Reddy,1112.39,INR,UPI,2026-06-26 01:04:28,Failed,Bank Server Issue,Regular Customer,0,New,1.0
TXN00314,CUST0142,Tanvi Gupta,1462.8,INR,UPI,2026-06-26 03:42:12,Success,,New Customer,0,New,
TXN00244,CUST0161,Harsh Pillai,8373.92,INR,Debit Card,2026-06-26 06:13:29,Failed,Card Declined,Regular Customer,1,Premium,1.0
TXN00327,CUST0050,Kunal Iyer,3778.04,INR,Debit Card,2026-06-26 06:34:55,Success,,Regular Customer,0,Regular,
TXN00064,CUST0016,Riya Patel,1034.93,INR,Credit Card,2026-06-26 08:37:47,Success,,Occasional Buyer,0,Regular,
TXN00427,CUST0167,Vivek Menon,1175.32,INR,UPI,2026-06-26 10:31:27,Success,,Occasional Buyer,0,Regular,
TXN00574,CUST0176,Neha Iyer,787.25,INR,UPI,2026-06-26 14:08:18,Failed,Card Declined,New Customer,1,New,0.0
TXN00048,CUST0053,Rohan Singh,1693.03,INR,UPI,2026-06-26 19:43:19,Success,,Occasional Buyer,0,New,
TXN00255,CUST0102,Amit Reddy,866.4,INR,Netbanking,2026-06-26 23:53:21,Success,,Loyal Customer,0,Regular,
TXN00580,CUST0126,Harsh Pillai,3748.33,INR,Debit Card,2026-06-27 01:13:01,Failed,Authentication Failure,Occasional Buyer,1,Regular,0.0
TXN00605,CUST0193,Deepak Mehta,1150.63,INR,Wallet,2026-06-27 04:58:25,Success,,New Customer,0,New,
TXN00412,CUST0064,Varun Verma,1076.47,INR,Debit Card,2026-06-27 12:53:26,Success,,New Customer,0,Regular,
TXN00239,CUST0103,Varun Malhotra,1388.55,INR,Credit Card,2026-06-27 20:05:24,Success,,Occasional Buyer,0,Regular,
TXN00444,CUST0105,Swati Sharma,851.1,INR,Debit Card,2026-06-27 21:50:15,Success,,New Customer,0,New,
TXN00154,CUST0182,Harsh Agarwal,6100.51,INR,UPI,2026-06-27 22:45:05,Success,,Loyal Customer,0,Premium,
TXN00600,CUST0035,Preeti Sharma,2459.01,INR,Debit Card,2026-06-27 22:55:10,Success,,Occasional Buyer,0,Regular,
TXN00331,CUST0147,Amit Sharma,891.27,INR,UPI,2026-06-28 01:32:12,Success,,New Customer,0,New,
TXN00449,CUST0068,Ishita Kulkarni,659.63,INR,UPI,2026-06-28 02:17:20,Failed,Bank Server Issue,Regular Customer,1,New,1.0
TXN00234,CUST0119,Siddharth Chowdhury,1396.35,INR,Debit Card,2026-06-28 03:37:18,Success,,Regular Customer,0,Regular,
TXN00616,CUST0142,Tanvi Gupta,970.23,INR,UPI,2026-06-28 05:22:06,Success,,New Customer,0,New,
TXN00138,CUST0080,Kiran Nair,740.08,INR,Credit Card,2026-06-28 05:24:56,Failed,Authentication Failure,Regular Customer,0,New,1.0
TXN00132,CUST0018,Kiran Singh,2074.99,INR,Wallet,2026-06-28 06:39:03,Success,,Occasional Buyer,0,Regular,
TXN00040,CUST0030,Riya Kapoor,2226.69,INR,UPI,2026-06-28 17:07:08,Success,,Regular Customer,0,Regular,
TXN00223,CUST0130,Divya Singh,7655.12,INR,UPI,2026-06-28 17:38:08,Failed,Bank Server Issue,Occasional Buyer,1,Premium,1.0
TXN00464,CUST0026,Kavya Nair,2247.76,INR,Debit Card,2026-06-29 00:41:58,Success,,Regular Customer,0,Regular,
TXN00399,CUST0081,Nisha Iyer,838.22,INR,UPI,2026-06-29 01:13:28,Success,,Occasional Buyer,0,New,
TXN00232,CUST0090,Ishita Reddy,6052.52,INR,UPI,2026-06-29 02:29:25,Success,,Regular Customer,0,Premium,
TXN00186,CUST0130,Divya Singh,7762.04,INR,Netbanking,2026-06-29 06:00:52,Success,,Occasional Buyer,0,Premium,
TXN00642,CUST0158,Kunal Agarwal,5003.84,INR,Credit Card,2026-06-29 06:30:19,Success,,New Customer,0,Regular,
TXN00303,CUST0123,Preeti Desai,1405.82,INR,Credit Card,2026-06-29 06:37:29,Success,,New Customer,0,New,
TXN00369,CUST0103,Varun Malhotra,2108.48,INR,UPI,2026-06-29 07:45:18,Success,,Occasional Buyer,0,Regular,
TXN00494,CUST0183,Sneha Menon,1244.26,INR,UPI,2026-06-29 11:25:12,Success,,Occasional Buyer,0,Regular,
TXN00263,CUST0165,Priya Agarwal,336.06,INR,Wallet,2026-06-29 13:24:40,Success,,Occasional Buyer,0,Regular,
TXN00112,CUST0214,Sneha Iyer,1969.27,INR,Debit Card,2026-06-29 13:33:14,Success,,Regular Customer,0,Regular,
TXN00512,CUST0187,Kunal Mehta,5296.92,INR,Credit Card,2026-06-30 00:28:47,Success,,Occasional Buyer,0,Premium,
TXN00222,CUST0021,Abhishek Kapoor,292.84,INR,Credit Card,2026-06-30 01:21:06,Failed,Network Failure,Regular Customer,0,New,1.0
TXN00149,CUST0020,Anjali Menon,7051.32,INR,Credit Card,2026-06-30 01:32:23,Success,,Loyal Customer,0,Premium,
TXN00158,CUST0184,Vikram Chowdhury,6883.73,INR,Debit Card,2026-06-30 03:08:10,Success,,Regular Customer,0,Premium,
TXN00018,CUST0111,Kiran Sharma,2375.2,INR,UPI,2026-06-30 03:10:55,Success,,Occasional Buyer,0,Regular,
TXN00011,CUST0217,Meera Desai,1548.62,INR,Credit Card,2026-06-30 04:48:57,Failed,Insufficient Funds,Regular Customer,3,Regular,0.0
TXN00162,CUST0015,Shreya Gupta,1439.79,INR,Netbanking,2026-06-30 17:45:03,Failed,Insufficient Funds,Occasional Buyer,3,New,0.0
TXN00522,CUST0200,Anjali Menon,1243.91,INR,UPI,2026-06-30 19:31:20,Success,,Occasional Buyer,0,New,
TXN00160,CUST0116,Ishita Rao,1331.33,INR,Credit Card,2026-07-01 00:43:23,Failed,Authentication Failure,Loyal Customer,1,New,1.0
TXN00587,CUST0073,Rahul Pillai,4317.02,INR,UPI,2026-07-01 01:49:53,Success,,Loyal Customer,0,Premium,
TXN00640,CUST0028,Tanvi Bose,412.8,INR,UPI,2026-07-01 06:32:34,Success,,New Customer,0,New,
TXN00481,CUST0069,Kunal Kulkarni,1862.44,INR,Debit Card,2026-07-01 12:54:35,Success,,Regular Customer,0,Regular,
TXN00077,CUST0107,Nisha Mehta,2096.19,INR,UPI,2026-07-01 16:19:25,Success,,Loyal Customer,0,Regular,
TXN00473,CUST0096,Aditya Iyer,2546.32,INR,Netbanking,2026-07-01 17:58:03,Failed,Authentication Failure,Loyal Customer,1,Premium,0.0
TXN00343,CUST0197,Divya Menon,1040.0,INR,UPI,2026-07-01 22:18:34,Success,,New Customer,0,New,
TXN00572,CUST0144,Rajesh Menon,2454.95,INR,UPI,2026-07-01 22:39:08,Success,,Occasional Buyer,0,New,
TXN00486,CUST0150,Manish Joshi,2667.44,INR,UPI,2026-07-02 01:48:18,Success,,Regular Customer,0,Premium,
TXN00225,CUST0015,Shreya Gupta,676.44,INR,Credit Card,2026-07-02 03:18:17,Success,,Occasional Buyer,0,New,
TXN00386,CUST0147,Amit Sharma,982.63,INR,UPI,2026-07-02 14:05:50,Failed,Authentication Failure,New Customer,3,New,0.0
